BUSBY2020_abh9	BUSBY2020	Asia	Western_Asia	Abkhazia	Abkhasian	Microarray
1000G_NA21086	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21087	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21088	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21089	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21090	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21091	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21092	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21093	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21094	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21095	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21097	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21098	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21099	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21100	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21101	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21102	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21103	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21104	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21105	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21106	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21107	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21108	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21109	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21110	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21111	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21112	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21113	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21114	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21115	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21116	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21117	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21118	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21119	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21120	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21121	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21122	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21123	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21124	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21125	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21126	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21127	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21128	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21129	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21130	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21133	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21134	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21135	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21137	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21141	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21142	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21143	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
1000G_NA21144	1000G	Asia	South_Asia	India	Gujarati	Whole_genome_sequencing
BERGSTROEM2020_HGDP00001	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00003	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00005	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00007	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00009	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00011	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00013	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00015	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00017	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00019	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00021	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00023	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00025	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00027	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00029	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00031	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00033	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00035	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00037	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00039	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00041	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00043	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00045	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00047	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00049	BERGSTROEM2020	Asia	Middle_East	Pakistan	Brahui	Whole_genome_sequencing
BERGSTROEM2020_HGDP00052	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00054	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00056	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00057	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00058	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00060	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00062	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00064	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00066	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00068	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00070	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00072	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00074	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00076	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00078	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00080	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00082	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00086	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00088	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00090	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00092	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00094	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00096	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00098	BERGSTROEM2020	Asia	Middle_East	Pakistan	Balochi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00099	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00100	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00102	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00103	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00104	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00105	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00106	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00108	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00109	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00110	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00115	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00118	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00120	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00121	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00122	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00124	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00125	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00127	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00129	BERGSTROEM2020	Asia	Middle_East	Pakistan	Hazara	Whole_genome_sequencing
BERGSTROEM2020_HGDP00130	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00131	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00133	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00134	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00135	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00136	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00137	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00139	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00140	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00141	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00143	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00144	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00145	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00146	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00148	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00149	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00150	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00151	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00153	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00154	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00155	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00157	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00158	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00160	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00161	BERGSTROEM2020	Asia	Middle_East	Pakistan	Makrani	Whole_genome_sequencing
BERGSTROEM2020_HGDP00163	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00165	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00167	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00169	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00171	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00173	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00175	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00177	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00179	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00181	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00183	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00185	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00187	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00189	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00191	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00192	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00195	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00197	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00199	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00201	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00205	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00206	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00208	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00210	BERGSTROEM2020	Asia	Middle_East	Pakistan	Sindhi	Whole_genome_sequencing
BERGSTROEM2020_HGDP00213	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00214	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00216	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00218	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00222	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00224	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00226	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00228	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00230	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00232	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00234	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00237	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00239	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00241	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00243	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00244	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00247	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00248	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00251	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00254	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00258	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00259	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00262	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00264	BERGSTROEM2020	Asia	Middle_East	Pakistan	Pathan	Whole_genome_sequencing
BERGSTROEM2020_HGDP00274	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00277	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00279	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00281	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00285	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00286	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00288	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00290	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00298	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00302	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00304	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00307	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00309	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00311	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00313	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00315	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00319	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00323	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00326	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00328	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00330	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00333	BERGSTROEM2020	Asia	Middle_East	Pakistan	Kalash	Whole_genome_sequencing
BERGSTROEM2020_HGDP00338	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00341	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00346	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00351	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00356	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00359	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00364	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00371	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00372	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00376	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00382	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00388	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00392	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00397	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00402	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00407	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00412	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00417	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00423	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00428	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00433	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00438	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00444	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00445	BERGSTROEM2020	Asia	Middle_East	Pakistan	Burusho	Whole_genome_sequencing
BERGSTROEM2020_HGDP00449	BERGSTROEM2020	Africa	Central_Africa	Democratic_Republic_of_Congo	Mbuti_Pygmies	Whole_genome_sequencing
